시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
경상북도,고령군,없음,대가야읍,거점수거,대학주택 옆(대가야읍 덕경길 6),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,(주)덕송통신 앞(대가야읍덕경길 24-8),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,앞선마을 앞(대가야읍 큰골길 14-3),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상남도,거창군,거창군,읍변두리,문전수거,집앞,규격봉투에 넣어 지정된 요일에 배출,물기를 최대한 줄여 전용용기에 넣어 배출,투명한 비닐봉투에 담아 지정된 요일에 배출,읍면주민센터에서 배출확인서를 발급 후 개인차량을 이용하여 지정된 장소에 배출,거창군매립장,월+목,월+목,화,20:00,05:00,20:00,05:00,20:00,05:00,,,추석명절+임시공휴일,환경과,055-940-3503,2020-06-30,5470000,경상남도 거창군
경상북도,고령군,없음,대가야읍,거점수거,타임노래방~앞선마을 중간,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,타임노래방 앞(대가야읍 큰골길 46),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,장기리 (알터) 개진공단 입구(대가야읍 회천로 243),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,장기리 (알터) 마을 입구,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,생활체육공원 주차장 공중화장실 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,SK주유소 옆(대가야읍 중앙로 63),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,대가야사무기 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,1급 정비-유성정비 사이 컨테이너담장,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,장기공단 LPG충전소 뒤(대가야읍 일량로 67),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,고아리 타이어백화점할인점 맞은편,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,고아2리 공영주차장,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,고아리 마을 입구(대가야읍 벽화길 120),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내곡3리 마을회관 뒤편,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내곡2리 도계촌,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내곡2리 선양경로당 맞은편,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내곡1리 마을회관 앞,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상남도,거창군,거창군,마리면+위천면+남하면,문전수거,집앞,규격봉투에 넣어 지정된 요일에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,투명한 비닐봉투에 담아 지정된 요일에 배출,읍면주민센터에서 배출확인서를 발급 후 개인차량을 이용하여 지정된 장소에 배출,거창군매립장,화,화,화,20:00,05:00,20:00,05:00,20:00,05:00,,,추석명절+임시공휴일,환경과,055-940-3503,2020-06-30,5470000,경상남도 거창군
경상북도,고령군,없음,대가야읍,거점수거,외1리 마을회관앞,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,저전리 관음정사 입구,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,신리 주차장 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내상리입구(대가야읍 내상리 200-1),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,내상리 마을회관 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,저전리 (섬마) 마을 안 정자 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,중화2리 마을회관,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,중화1리(화갑) 마을회관 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,경도식당 맞은편(대가야로 1521),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,대가야읍 낫질로 50,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,정정골 경로당 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,본관2리 마을회관 앞,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,안옥산 김상규 이장집 앞(외옥산길 43),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,본관1리 버스정류장 옆,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,본관1리 손순만씨댁 앞,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,대가야읍,거점수거,이가회초밥 부근,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,용흥리 마을회관 앞(용흥길 29),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,옥계리 청소년 야영장 입구,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,옥계리 (쇄) 마을 입구(옥계리 산23-1),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,옥계리 마을회관 앞(야로덕곡로 506),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,백2리 마을회관 앞(백리로 280),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,백1리 마을회관 옆 공터(백리1길 26-27),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,미천공원 입구,규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
경상북도,고령군,없음,덕곡면,거점수거,노2리 (서우재) 체험관 옆(노2리 산57),규격봉투에 넣어 지정된 장소에 배출,물기를 최대한 줄여 음식물만 전용봉투에 넣어 배출,종류별 구분하여 투명비닐봉투에 담아 쓰레기배출장소 배출,대형폐기물 수수료 수납필증 스티커 발부 후 배출 또는 군청(환경과)에 문의하여 업체를 통하여 배출,군청(환경과)에 문의 후 배출,월+수+금+일,월+수+금+일,화+목,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절 연휴+법정공휴일+일요일,환경과,054-950-6524,2019-05-20,5200000,경상북도 고령군
